user_name,raw_timestamp_part_1,raw_timestamp_part_2,cvtd_timestamp,new_window,num_window,roll_belt,pitch_belt,yaw_belt,total_accel_belt,kurtosis_roll_belt,kurtosis_picth_belt,kurtosis_yaw_belt,skewness_roll_belt,skewness_roll_belt.1,skewness_yaw_belt,max_roll_belt,max_picth_belt,max_yaw_belt,min_roll_belt,min_pitch_belt,min_yaw_belt,amplitude_roll_belt,amplitude_pitch_belt,amplitude_yaw_belt,var_total_accel_belt,avg_roll_belt,stddev_roll_belt,var_roll_belt,avg_pitch_belt,stddev_pitch_belt,var_pitch_belt,avg_yaw_belt,stddev_yaw_belt,var_yaw_belt,gyros_belt_x,gyros_belt_y,gyros_belt_z,accel_belt_x,accel_belt_y,accel_belt_z,magnet_belt_x,magnet_belt_y,magnet_belt_z,roll_arm,pitch_arm,yaw_arm,total_accel_arm,var_accel_arm,avg_roll_arm,stddev_roll_arm,var_roll_arm,avg_pitch_arm,stddev_pitch_arm,var_pitch_arm,avg_yaw_arm,stddev_yaw_arm,var_yaw_arm,gyros_arm_x,gyros_arm_y,gyros_arm_z,accel_arm_x,accel_arm_y,accel_arm_z,magnet_arm_x,magnet_arm_y,magnet_arm_z,kurtosis_roll_arm,kurtosis_picth_arm,kurtosis_yaw_arm,skewness_roll_arm,skewness_pitch_arm,skewness_yaw_arm,max_roll_arm,max_picth_arm,max_yaw_arm,min_roll_arm,min_pitch_arm,min_yaw_arm,amplitude_roll_arm,amplitude_pitch_arm,amplitude_yaw_arm,roll_dumbbell,pitch_dumbbell,yaw_dumbbell,kurtosis_roll_dumbbell,kurtosis_picth_dumbbell,kurtosis_yaw_dumbbell,skewness_roll_dumbbell,skewness_pitch_dumbbell,skewness_yaw_dumbbell,max_roll_dumbbell,max_picth_dumbbell,max_yaw_dumbbell,min_roll_dumbbell,min_pitch_dumbbell,min_yaw_dumbbell,amplitude_roll_dumbbell,amplitude_pitch_dumbbell,amplitude_yaw_dumbbell,total_accel_dumbbell,var_accel_dumbbell,avg_roll_dumbbell,stddev_roll_dumbbell,var_roll_dumbbell,avg_pitch_dumbbell,stddev_pitch_dumbbell,var_pitch_dumbbell,avg_yaw_dumbbell,stddev_yaw_dumbbell,var_yaw_dumbbell,gyros_dumbbell_x,gyros_dumbbell_y,gyros_dumbbell_z,accel_dumbbell_x,accel_dumbbell_y,accel_dumbbell_z,magnet_dumbbell_x,magnet_dumbbell_y,magnet_dumbbell_z,roll_forearm,pitch_forearm,yaw_forearm,kurtosis_roll_forearm,kurtosis_picth_forearm,kurtosis_yaw_forearm,skewness_roll_forearm,skewness_pitch_forearm,skewness_yaw_forearm,max_roll_forearm,max_picth_forearm,max_yaw_forearm,min_roll_forearm,min_pitch_forearm,min_yaw_forearm,amplitude_roll_forearm,amplitude_pitch_forearm,amplitude_yaw_forearm,total_accel_forearm,var_accel_forearm,avg_roll_forearm,stddev_roll_forearm,var_roll_forearm,avg_pitch_forearm,stddev_pitch_forearm,var_pitch_forearm,avg_yaw_forearm,stddev_yaw_forearm,var_yaw_forearm,gyros_forearm_x,gyros_forearm_y,gyros_forearm_z,accel_forearm_x,accel_forearm_y,accel_forearm_z,magnet_forearm_x,magnet_forearm_y,magnet_forearm_z,classe
charles,1322837832,984425,02/12/2011 14:57,yes,672,119,17.5,-2.37,18,-0.803018,5.868640,#DIV/0!,-0.782686,0.000000,#DIV/0!,-2.1,19,-0.8,-3.7,17,-0.8,1.67,2,0.0000,0.1,118.5,0.6,0.4,17.2,0.2,0,-2.7,0.5,0.28,0.1,0.11,-0.21,-21,62,-161,21,599,-340,-55.3,-6.31,-80.4,19,36.7423,-78.6102,12.1482,147.5784,-13.4522,4.6514,21.6352,-22.3273,26.4144,697.72,2.76,-1.17,0.95,-170,-60,50,144,186,618,-0.73739,-0.55533,-1.02237,-0.68931,-0.93686,-0.52297,-6.3,2,27,-22.5,-80.4,7,16.19,82.36,20,8.3,-8.3,145.3,1.6003,-0.5456,#DIV/0!,-1.1194,-0.1919,#DIV/0!,2.6,154.5,1.6,-58.3,86.7,1.6,60.93,67.77,0.00,4,0.375,-11.8846,25.6058,655.6548,-17.3833,12.8318,164.6539,124.8406,15.5544,241.9401,-0.1,0.11,-0.02,-3,3,36,-500,362,-162,-32.8,13.7,-169,-0.9995,-1.2072,#DIV/0!,-0.5109,0.3816,#DIV/0!,20.1,-112,-1.0,8,-179,-1.0,12.11,67,0.00,47,77.85629,-23.1198,10.72848,115.10022,14.84612,3.76816,14.19905,-153.08163,21.50856,462.6182,-0.18,1.3,0.3,-438,-131,16,-630,-11,347,A
charles,1322837838,988319,02/12/2011 14:57,yes,677,120,15.3,2.02,18,-1.003159,-0.686349,#DIV/0!,-0.281535,-1.159628,#DIV/0!,2.2,18,-1.0,-0.2,17,-1.0,2.36,1,0.0000,0.2,119.4,0.5,0.2,15.7,0.4,0.2,1.2,0.7,0.51,0.05,0.11,-0.18,-21,64,-165,38,599,-329,-40.8,25.1,-89.6,27,34.3654,-38.3085,5.6998,32.4873,20.4338,11.5657,133.7648,-86.7426,15.6069,243.5742,-1.56,0.03,0.49,-254,-65,32,-158,224,649,-0.18525,-0.60389,0.35980,-0.99892,0.78073,-1.17864,31.6,-52,32,-7.5,-104,10,39.06,52,22,-67.5,-8.4,88.9,0.2211,-0.2079,#DIV/0!,-0.4294,-0.7283,#DIV/0!,16.5,152.8,0.2,-58.8,87.4,0.2,75.22,65.4,0.00,6,0.5264,2.1205,26.7203,713.9746,-14.9018,17.1029,292.5085,126.5373,17.5464,307.8774,-0.27,0.05,0.18,-5,-37,46,-506,360,-173,-35.6,21.5,-160,-1.2361,0.6192,#DIV/0!,0.1624,1.6000,#DIV/0!,24,179,-1.2,14.5,-180,-1.2,9.5,359,0.00,43,34.06198,-35.58936,6.74522,45.49793,19.21064,3.15121,9.9301,-99.21277,136.94365,18753.56244,-0.56,1.35,-0.2,-399,-127,38,-654,51,416,A
charles,1322837839,988332,02/12/2011 14:57,yes,678,119,16,1.5,17,0.318906,0.411756,#DIV/0!,-0.014020,-0.801155,#DIV/0!,2,19,0.3,0.7,17,0.3,1.36,2,0.0000,0.2,119.1,0.8,0.6,15.9,0.2,0,1.3,0.3,0.1,0.16,0.11,-0.08,-21,60,-154,22,608,-322,-46.7,-37.1,1.59,22,37.4966,-32.5918,4.8397,23.4228,-6.4422,18.2414,332.7496,-43.5678,25.4177,646.0601,-0.93,0,0.69,130,-110,-140,732,-20,2,-1.16118,-1.10268,-1.26950,-0.05049,0.00708,0.28750,23.9,1.6,26,-37.1,-87.4,6,61,88.99,20,-32.8,-16.2,120.3,-0.3236,1.3024,#DIV/0!,0.2081,-1.2196,#DIV/0!,0,152.5,-0.3,-31.6,90,-0.3,31.56,62.51,0.00,3,0.5408,-6.1284,23.5006,552.277,-15.6102,7.2119,52.0113,130.8789,14.1504,200.2324,0.16,0.19,-0.08,-5,-10,29,-499,368,-164,23.8,0.63,-69.8,-0.2929,-1.0507,#DIV/0!,-0.8884,-0.5734,#DIV/0!,26.8,-69.8,-0.3,0.6,-158,-0.3,26.17,88.2,0.00,9,113.57993,-0.97204,19.81697,392.7122,18.63429,7.60996,57.91143,-102.78776,28.0156,784.87401,-0.5,1.64,0.62,-23,81,29,-137,738,588,A
charles,1322837840,972286,02/12/2011 14:57,yes,679,118,16.5,1.24,18,-1.398383,-0.673035,#DIV/0!,-0.244984,0.331184,#DIV/0!,3,19,-1.4,1.2,17,-1.4,1.76,2,0.0000,0.3,118.9,0.7,0.4,15.9,0.3,0.1,2.3,0.6,0.32,0.03,0.13,-0.18,-19,63,-159,17,605,-308,-27.7,-9.7,-42.4,8,63.0305,-44.339,9.2996,86.4819,-31.7073,8.5215,72.6162,-7.7415,17.8776,319.608,1.98,-1.19,0.8,-51,-51,32,466,172,468,0.54919,-1.11252,-1.57905,1.29881,-0.58614,-0.27302,-9.7,11.5,27,-38.9,-42.4,5,29.2,53.9,22,72.4,-8.3,84,0.3122,-1.2749,#DIV/0!,1.0643,-0.1598,#DIV/0!,127.9,151.4,0.3,-42.1,-10.5,0.3,169.99,161.93,0.00,1,0.6488,30.766,64.9989,4224.8508,10.6088,44.8769,2013.9395,76.0004,49.6864,2468.734,-0.27,0.06,-0.05,-1,8,9,-474,393,-204,2.14,29.6,-121,-1.3148,-1.0726,#DIV/0!,0.4230,-0.5267,#DIV/0!,29.6,-68.1,-1.3,-3,-121,-1.3,32.59,52.9,0.00,25,17.8939,22.37951,8.7877,77.22369,9.03415,10.91316,119.09713,-87.23171,17.16694,294.70372,0.88,-1.69,0.15,-221,80,57,-571,701,705,A
charles,1322837841,976282,02/12/2011 14:57,yes,680,116,15.6,1.59,16,-1.074670,2.892475,#DIV/0!,-0.555237,0.283325,#DIV/0!,1.8,18,-1.1,0.9,16,-1.1,0.88,2,0.0000,0.2,117,0.4,0.1,16.1,0.3,0.1,1.4,0.3,0.08,0.14,0.13,-0.16,-22,61,-148,29,616,-282,-39,32.2,-94.5,29,47.7484,-33.3386,5.3975,29.1327,18.0016,12.8746,165.7543,-76.1955,17.0665,291.2656,-0.37,-0.22,0.8,-272,-63,23,-309,274,610,-1.02783,-1.21113,-1.01159,-0.51455,0.36315,-0.61583,32.7,-44.1,29,-7.9,-96.6,8,40.55,52.5,21,-2.7,-19.2,137.7,0.5361,0.1073,#DIV/0!,-0.0172,-0.3591,#DIV/0!,31.2,148,0.5,-55,69.9,0.5,86.12,78.11,0.00,4,0.7881,23.6738,31.7351,1007.1169,-11.7712,18.7307,350.8407,114.6137,16.4239,269.7435,-0.13,0.27,0.28,-7,-1,36,-495,355,-180,-48,21,-178,-1.2291,-0.9675,#DIV/0!,-0.5611,0.2188,#DIV/0!,33.4,-123,-1.2,20.5,-178,-1.2,12.9,55,0.00,50,50.98679,-29.74932,15.0054,225.16215,28.70682,4.67638,21.86856,-154.79545,16.59025,275.23626,0.02,0.35,0.02,-438,-212,19,-570,-155,230,A
charles,1322837842,992302,02/12/2011 14:57,yes,681,118,16,0.96,18,-1.659796,-0.686349,#DIV/0!,-0.064834,1.159628,#DIV/0!,2.2,18,-1.7,0.3,17,-1.7,1.93,1,0.0000,0.2,117.3,0.4,0.2,15.9,0.3,0.1,1.3,0.7,0.48,0.14,0.11,-0.13,-24,65,-160,17,600,-329,-40,-37.6,-0.75,20,60.679,-24.9106,7.381,54.4797,-1.4989,21.046,442.9326,-49.8955,28.2839,799.9781,-0.82,0.26,-0.02,126,-84,-125,726,0,6,-1.12837,-1.28154,-1.22048,0.00494,0.07286,0.24187,31.7,-0.8,29,-37.6,-93.4,5,69.3,92.65,24,0,-20.7,136.3,1.8078,0.6535,#DIV/0!,0.7967,-1.0630,#DIV/0!,16.2,149.7,1.8,-29,103,1.8,45.21,46.73,0.00,4,0.4311,-1.9387,20.3708,414.9705,-11.4834,8.3839,70.2898,134.905,11.3746,129.3823,-0.03,0.05,-0.05,-8,0,38,-501,368,-142,15.4,24.8,-79.4,-1.1273,-1.3736,#DIV/0!,-0.4576,0.1469,#DIV/0!,33.5,-79.4,-1.1,21.4,-177,-1.1,12.1,97.6,0.00,21,72.99907,-22.55277,21.04971,443.09046,28.78298,3.83974,14.74362,-132.38936,32.34365,1046.11141,-0.48,1.57,0.36,-165,113,55,-474,755,700,A
charles,1322837844,964289,02/12/2011 14:57,yes,683,119,15.9,0.78,18,-0.021024,-0.205309,#DIV/0!,1.182742,-0.505133,#DIV/0!,2.1,19,0.0,0.5,17,0.0,1.6,2,0.0000,0.2,118.9,0.4,0.1,16.2,0.2,0,0.9,0.5,0.23,0.14,0.11,-0.21,-25,63,-159,23,602,-324,-38.2,34.6,-98,30,58.5891,-29.095,5.9292,35.1559,16.6253,13.6642,186.7096,-73.1425,16.3886,268.5876,0.39,-0.63,1.1,-284,-60,-5,-379,305,584,-0.92821,-1.20814,-0.79076,-0.44128,0.04479,-0.57972,34.6,-44.6,30,-11.3,-98,5,45.9,53.4,25,-60.8,-26.3,89.3,-0.1112,-0.5850,#DIV/0!,0.6108,-0.6292,#DIV/0!,66.1,147.4,-0.1,-45.8,-20,-0.1,111.93,167.42,0.00,4,0.5635,34.7164,64.077,4105.8655,0.5906,28.1642,793.2219,82.0156,46.0129,2117.1838,-0.22,0.14,0.3,-10,-22,30,-515,333,-169,-44.5,26.8,-171,-0.6262,-1.3263,#DIV/0!,-0.6637,0.2023,#DIV/0!,37.2,-92.2,-0.6,22.3,-171,-0.6,14.9,78.8,0.00,48,108.7891,-17.1435,21.73676,472.48678,32.1075,4.2268,17.86584,-134.815,24.5862,604.48131,0.71,-1.54,0.3,-464,-99,20,-628,-8,339,A
adelmo,1322832820,996280,02/12/2011 13:33,yes,741,122,-43.6,172,18,#DIV/0!,-2.015633,#DIV/0!,#DIV/0!,-0.272071,#DIV/0!,172,18,#DIV/0!,172,17,#DIV/0!,0,1,#DIV/0!,0.3,122,0,0,-43.5,0.1,0,172,0,0,0.11,0.11,-0.18,47,46,-159,173,611,-308,62.1,63.2,22.2,24,34.499,43.2348,8.2967,68.8352,27.3891,24.289,589.9567,6.7522,7.7231,59.6458,1.09,-0.83,0.95,-234,-43,25,-93,279,617,-1.13220,-0.70897,-1.28006,-0.29386,0.12008,0.22533,63.2,22.2,24,-17.4,-8.7,4,80.6,30.94,20,54.8,-32.7,-91.2,1.2229,0.5710,#DIV/0!,-0.5832,-0.0166,#DIV/0!,-23.8,-82.1,1.2,-41.5,-96.8,1.2,17.72,14.75,0.00,16,0.6768,57.8528,4.597,21.1325,-30.5804,3.6341,13.2065,-89.4929,2.9669,8.8023,0.22,0.03,-0.16,-50,81,-123,-537,298,48,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,45,8.58019,0,0,0,0,0,0,0,0,0,0.82,1.32,0.95,-112,424,-22,-340,816,665,A
adelmo,1322832823,980318,02/12/2011 13:33,yes,744,122,-44.5,173,18,-1.266169,-1.984189,#DIV/0!,-0.255009,-0.296682,#DIV/0!,174,18,-1.3,172,17,-1.3,2,1,0.0000,0.2,122,0,0,-44.4,0.4,0.1,173.1,0.8,0.6,0.11,0.11,-0.2,52,45,-158,170,608,-308,34.1,40.4,-4.45,13,75.6714,33.8875,5.4187,29.3626,-9.968,22.9809,528.124,-15.5445,9.3881,88.1373,1.72,-1.24,0.74,-112,-18,54,228,281,554,-0.61218,-1.83589,-1.68205,0.79643,0.06763,-0.20748,40.4,-3.9,28,-35.3,-26.4,4,75.7,22.49,24,51,-33.3,-94.3,-0.4440,-0.2962,#DIV/0!,-0.4912,-0.4037,#DIV/0!,-20.4,-88.2,-0.4,-38.1,-102.4,-0.4,17.64,14.16,0.00,18,1.6974,54.7649,4.2776,18.2982,-27.9205,4.3619,19.0261,-93.8617,3.2274,10.4162,0.14,0.03,-0.26,-57,85,-141,-552,293,29,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,0,0,#DIV/0!,49,6.76753,0,0,0,0,0,0,0,0,0,0.43,2.73,0.75,-273,400,16,-669,607,763,A
charles,1322837846,936378,02/12/2011 14:57,yes,771,120,16,1.25,18,5.681869,6.235912,#DIV/0!,-1.581427,-2.816699,#DIV/0!,1.3,18,5.7,-1.4,17,5.7,2.61,1,0.0000,0.1,119.3,0.5,0.2,16.3,0.2,0,0.6,0.4,0.13,0.14,0.11,-0.16,-26,62,-163,35,595,-332,-38.4,-37.1,-16.1,11,19.2692,-48.6175,7.2821,53.0292,-40.355,2.1993,4.8369,4.0113,9.3649,87.7021,1.7,-1.17,0.9,89,-55,-36,687,88,184,21.45558,0.09028,-0.48879,4.15709,-0.75552,-0.65607,-16.7,15.7,26,-43.1,-26.4,9,26.4,42.1,17,72,-19.9,81.1,0.8547,-0.2408,#DIV/0!,-0.6971,0.5185,#DIV/0!,-6,137.6,0.9,-49.8,81.1,0.9,43.75,56.42,0.00,2,1.8917,-35.4948,31.8457,1014.1501,-22.2855,9.4071,88.4938,104.5173,13.3081,177.1066,0.19,0.29,0.02,-3,10,11,-499,357,-203,33.9,19.9,-80.1,1.9880,1.0656,#DIV/0!,1.2817,-1.4313,#DIV/0!,31.5,-61.5,2.0,-0.4,-81.9,2.0,31.91,20.4,0.00,16,14.14808,33.9525,1.56647,2.45384,6.52025,5.97072,35.64946,-65.9725,5.05254,25.5282,0.59,-1.99,-0.34,-69,137,1,-202,738,497,A
charles,1322837834,996314,02/12/2011 14:57,yes,772,118,17.3,-1.17,17,-1.247113,13.461947,#DIV/0!,0.280130,-3.864606,#DIV/0!,-0.4,18,-1.2,-1.2,17,-1.2,0.82,1,0.0000,0.1,118.9,0.3,0.1,17.3,0.2,0,-0.8,0.3,0.07,0.1,0.14,-0.2,-20,60,-157,20,598,-329,-59,-31.6,-9.28,19,57.1396,-54.0725,8.0375,64.6016,-19.5849,11.2257,126.0174,-29.7543,31.8512,1014.4992,1.4,-0.98,0.92,110,-95,-116,727,-1,71,-1.57699,-1.16474,-1.30977,0.29050,-0.50949,-0.41809,-1,5.8,27,-31.6,-91.5,4,30.57,97.31,23,-3.1,-6.2,150.1,-0.2080,-0.7814,#DIV/0!,0.7590,-0.6015,#DIV/0!,61.5,150.1,-0.2,-46.1,0,-0.2,107.68,150.1,0.00,3,0.7396,53.9548,39.8197,1585.6098,1.2172,27.0201,730.0849,90.504,41.7172,1740.3232,-0.13,0.18,0.28,-2,-1,32,-493,369,-174,-6.59,22.9,-134,-1.5114,-1.1164,#DIV/0!,0.4063,-0.6374,#DIV/0!,22.9,-71.6,-1.5,-0.2,-134,-1.5,23.07,62.4,0.00,32,35.72314,15.11569,8.23034,67.73844,9.57686,8.37169,70.08519,-92.80196,21.04441,442.867,0.13,-1.24,-0.9,-304,47,35,-626,614,661,A
charles,1322837823,960291,02/12/2011 14:57,yes,774,115,21.3,-11.8,18,-1.498947,-2.067980,#DIV/0!,0.416939,-0.121453,#DIV/0!,-11.4,18,-1.5,-13.5,17,-1.5,2.1,1,0.0000,0.3,113.8,0.9,0.8,21.6,0.4,0.2,-12.6,0.8,0.6,0.02,0.13,-0.21,-24,64,-164,15,600,-328,-111,-48.2,-52.8,25,5.5365,-85.0255,12.0839,146.0199,-60.2941,4.4737,20.0142,-74.4431,10.0645,101.2933,-0.63,-0.06,0.38,-242,-14,20,-77,269,623,0.79028,-0.69254,-0.34107,1.40293,0.88986,-0.98134,-48.2,-52.8,32,-64.3,-83.1,25,16.1,30.3,7,-46.8,-32.1,98.8,0.8190,2.0497,#DIV/0!,-0.4132,-1.2829,#DIV/0!,19.5,127.5,0.8,-81.3,0,0.8,100.8,127.54,0.00,5,1.7271,-58.1668,28.0119,784.6664,-25.3591,20.6451,426.222,86.7552,26.7223,714.0816,-0.03,0.16,-0.07,-14,-20,37,-517,341,-135,12,8.98,-104,-1.2094,-0.3453,#DIV/0!,-0.2272,-0.0816,#DIV/0!,12.8,-104,-1.2,9,-106,-1.2,3.82,2,0.00,20,0.89961,13.71373,1.32,1.74241,10.92392,1.09218,1.19286,-104.76471,0.58611,0.34353,-0.1,0.53,0,-182,67,10,-355,763,612,A
charles,1322837818,984338,02/12/2011 14:56,yes,775,110,24.4,-15.3,17,0.063266,#DIV/0!,#DIV/0!,0.727976,#DIV/0!,#DIV/0!,-15.3,17,0.1,-17,17,0.1,1.7,0,0.0000,0,109.4,0.5,0.2,25.3,0.4,0.1,-16.3,0.4,0.2,0.18,0.13,-0.15,-24,64,-155,28,607,-316,-137,-73.1,-1.15,31,0.2462,-144.725,5.2769,27.8455,-72.8,0.3121,0.0974,8.3018,6.7252,45.2285,0.26,-0.51,0.77,-296,-43,-76,-413,280,511,1.68678,-0.60274,-1.91856,1.40036,0.59853,0.42433,-71.9,22.7,32,-73.1,-1.2,31,1.2,23.85,1,-133.8,-8.1,21.8,0.6669,2.1536,#DIV/0!,-0.6864,1.3722,#DIV/0!,5.7,63,0.7,-68.7,11.1,0.7,74.34,51.8,0.00,4,0.2949,-117.0223,16.8913,285.316,-24.5131,16.6392,276.8628,27.8598,11.8516,140.4614,-0.05,0.1,-0.03,-3,-36,8,-554,269,-183,-5.93,-7.4,-88.8,-0.4816,-0.6907,#DIV/0!,-0.6364,-0.5571,#DIV/0!,-3.6,-81.9,-0.5,-7.8,-88.8,-0.5,4.16,6.9,0.00,2,0.66603,-4.41475,0.98255,0.96539,-5.1875,1.27254,1.61937,-84.1975,1.93304,3.73666,0.16,-0.4,0.15,12,1,15,22,654,592,A
jeremy,1322673035,982659,30/11/2011 17:10,yes,794,0.49,5.5,-88.1,5,3.460297,#DIV/0!,#DIV/0!,-0.600757,#DIV/0!,#DIV/0!,-88,5,3.5,-88.2,5,3.5,0.2,0,0.0000,0,0.5,0.1,0,5.2,0.1,0,-88.1,0,0,0.05,0.03,0.03,-19,-2,49,52,632,-308,0,0,0,38,0.0664,0,0,0,0,0,0,0,0,0,0,-0.02,-0.11,-280,155,-190,-421,455,344,#DIV/0!,#DIV/0!,10.75524,#DIV/0!,#DIV/0!,-3.50095,0,0,38,0,0,37,0,0,1,56.6,-50.2,-76.6,0.8017,0.1199,#DIV/0!,0.5802,-0.1050,#DIV/0!,-47.9,-73.7,0.8,-51,-80.4,0.8,3.12,6.72,0.00,30,0.1141,56.5437,1.9554,3.8237,-49.8252,0.64,0.4096,-76.9763,1.5027,2.258,0.37,0.14,-0.39,-141,157,-203,-520,338,58,53.1,-54.7,167,-0.4714,-1.2195,#DIV/0!,0.4489,-0.1565,#DIV/0!,-52.9,171,-0.5,-56.2,163,-0.5,3.3,8,0.00,33,3.97564,52.19767,0.74049,0.54833,-54.60233,0.82447,0.67976,167.32558,2.61608,6.84385,-0.08,0.08,-0.05,235,111,-186,140,540,644,A
eurico,1322489628,994762,28/11/2011 14:13,yes,813,1.3,3.2,-87.7,3,-0.751481,8.953960,#DIV/0!,0.646926,-1.323381,#DIV/0!,-87.6,4,-0.8,-87.8,2,-0.8,0.2,2,0.0000,0.1,1.5,0.3,0.1,4.2,0.7,0.5,-87.7,0.1,0.01,0.02,0,-0.05,-8,4,25,41,570,-436,122,-37.5,-55,46,76.1313,82.1067,19.4667,378.9534,-19.4329,22.8625,522.6951,36.1991,54.6614,2987.8724,-1.14,0.16,0.08,171,34,-414,499,-118,-434,-1.43667,-1.34192,-0.15193,0.43842,-0.32791,0.55053,18.9,107,46,-44.5,-55,12,63.4,162,34,86.7,62.7,-27.7,-1.0469,2.5171,#DIV/0!,0.3632,-0.5174,#DIV/0!,95.5,110.7,-1.0,-98,-61.5,-1.0,193.52,172.26,0.00,5,1.2404,-25.9617,93.6347,8767.4499,-2.1914,47.6127,2266.9711,32.3939,29.355,861.7137,0.06,0.08,-0.41,30,39,-14,-295,376,317,-171,-10.1,-6.5,-1.1427,0.0858,#DIV/0!,-0.3276,0.9655,#DIV/0!,6.3,48.3,-1.1,-20.9,-54,-1.1,27.21,102.3,0.00,26,12.24545,-157.57778,51.5397,2656.3404,-5.13867,8.7569,76.68322,-22.51156,28.38364,805.63086,-0.37,-3.69,-0.25,200,75,146,470,-407,-67,A
eurico,1322489621,982666,28/11/2011 14:13,yes,816,1.19,4.77,-87.7,3,5.178817,#DIV/0!,#DIV/0!,-2.638198,#DIV/0!,#DIV/0!,-87.7,3,5.2,-87.8,3,5.2,0.1,0,0.0000,0,1,0.1,0,4.7,0.2,0,-87.7,0,0,0.05,0,0,-9,2,30,61,568,-426,66.3,25.9,76.9,27,22.4218,58.4745,4.3404,18.8389,-8.3783,25.0632,628.1657,35.51,27.2934,744.9315,1.12,-0.22,0.38,-192,160,-83,-220,247,615,-1.38943,-1.12282,-1.01473,-0.20774,-0.21112,0.33023,25.9,76.9,31,-50.3,-15.9,15,76.2,92.8,16,-130.8,-24.4,9.7,0.1618,0.0774,#DIV/0!,-0.8673,-0.1740,#DIV/0!,92.1,144,0.2,-114.7,-93,0.2,206.81,237.03,0.00,2,2.5837,35.6425,75.8537,5753.7809,20.9391,49.309,2431.3754,30.209,55.6931,3101.7171,0.06,-0.39,-0.3,-5,-20,2,-395,272,310,146,-19,118,0.4919,-1.5134,#DIV/0!,1.0848,0.0627,#DIV/0!,5.3,118,0.5,-37.5,-22.1,0.5,42.82,140.1,0.00,36,18.9889,0.59574,155.32766,24126.68085,-25.68,11.62096,135.04668,45.52447,48.06078,2309.8385,0.08,-0.67,0.07,-60,285,195,-592,1120,-515,A
eurico,1322489608,994724,28/11/2011 14:13,yes,818,1.39,5.31,-87.6,3,-0.993607,-2.069876,#DIV/0!,0.116288,-0.073457,#DIV/0!,-87.4,4,-1.0,-87.7,3,-1.0,0.3,1,0.0000,0.3,1.2,0.3,0.1,5.5,0.6,0.4,-87.6,0.1,0.01,0.02,0,0.03,-11,2,31,54,584,-417,84.1,45.1,96.3,30,4.8247,79.6875,8.126,66.032,42.8214,5.6478,31.8981,87.1518,9.5055,90.3549,-0.03,0.06,-0.16,-223,158,-118,-387,202,598,1.09724,-1.23878,0.18682,-1.56241,-0.63255,-1.29147,47.2,96.4,31,27.6,70.3,24,19.6,26.1,7,13.5,-57.1,98,54.9979,55.6279,#DIV/0!,-7.3844,-7.4466,#DIV/0!,-56.2,98.8,55.0,-82,57.2,55.0,25.85,41.65,0.00,39,6.4766,14.4209,3.8767,15.0291,-57.2589,3.3831,11.4454,97.4398,5.4883,30.1211,0.02,0.02,0,-205,51,315,-418,241,311,-142,-72.5,81.5,40.0597,33.6263,#DIV/0!,5.8557,-5.2411,#DIV/0!,-0.1,84.9,40.1,-72.5,0.3,40.1,72.36,84.56,0.00,36,97.74416,-134.42,19.04587,362.74531,-65.51857,9.62496,92.63982,76.25071,11.63867,135.45865,-0.32,-0.27,0.28,-35,277,213,-421,928,-343,A
eurico,1322489607,998801,28/11/2011 14:13,yes,819,1.32,6.08,-87.6,3,2.358720,8.025296,#DIV/0!,0.665236,3.113260,#DIV/0!,-87.5,4,2.4,-87.7,3,2.4,0.2,1,0.0000,0.1,1.2,0,0,5.8,0.2,0,-87.6,0,0,0.06,0.02,0,-12,4,31,66,579,-411,63.2,26.7,69.7,21,3.0355,59.1271,3.0814,9.4952,25.0854,0.8129,0.6608,56.4708,7.9861,63.7783,0.66,-0.34,0.25,-107,169,-61,-2,115,678,-0.90301,-1.50779,-0.04626,0.63313,0.16891,0.01493,26.7,69.7,21,24,45.9,13,2.7,23.8,8,13.7,-56.9,98.1,-0.6976,-0.2561,#DIV/0!,0.0371,-0.1105,#DIV/0!,-56.4,98.7,-0.7,-57.4,97.6,-0.7,1,1.15,0.00,39,0.0208,13.5701,0.2994,0.0896,-56.9007,0.246,0.0605,98.1799,0.2581,0.0666,0.02,0.02,0.02,-205,52,316,-425,234,309,-138,-63.3,77.3,-1.3686,1.2480,#DIV/0!,0.1868,0.3115,#DIV/0!,-63.3,77.3,-1.4,-67,64.2,-1.4,3.7,13.1,0.00,38,3.22695,-130.91667,2.78929,7.78014,-65.4625,1.15457,1.33303,68.88125,2.63444,6.94028,-1.01,-0.66,0.28,-64,308,192,-421,951,-347,A
